Code,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
531979,2021-05-04,41.1,42.0,38.3,40.7,40.98553222605244,19146,129,784709.0,14727,76.92,3.700000000000003,-0.3999999999999986,1620086400.0
531991,2021-05-04,0.65,0.65,0.65,0.65,0.6376811594202898,69,8,44.0,69,100.0,0.0,0.0,1620086400.0
531996,2021-05-04,1.74,1.74,1.66,1.66,1.6660707713339293,19019,18,31687.0,19018,99.99,0.08000000000000007,-0.08000000000000007,1620086400.0
532007,2021-05-04,3.7,3.7,3.7,3.7,3.5,2,1,7.0,2,100.0,0.0,0.0,1620086400.0
532011,2021-05-04,67.6,67.6,61.35,64.45,65.3574021782977,2479,76,162021.0,2479,100.0,6.249999999999993,-3.1499999999999915,1620086400.0
532015,2021-05-04,1.79,1.97,1.79,1.93,1.8243060257278267,8862,23,16167.0,8862,100.0,0.17999999999999994,0.1399999999999999,1620086400.0
532019,2021-05-04,1.63,1.63,1.63,1.63,1.6299939283545841,98820,65,161076.0,98820,100.0,0.0,0.0,1620086400.0
532022,2021-05-04,2.52,2.52,2.33,2.34,2.4394083969465647,2096,10,5113.0,1474,70.32,0.18999999999999995,-0.18000000000000016,1620086400.0
532029,2021-05-04,53.2,55.85,53.2,55.85,53.20581655480984,447,11,23783.0,447,100.0,2.6499999999999986,2.6499999999999986,1620086400.0
532033,2021-05-04,2.18,2.18,2.16,2.17,2.1698867421718853,1501,4,3257.0,1501,100.0,0.020000000000000018,-0.010000000000000231,1620086400.0
532035,2021-05-04,3.48,3.48,3.48,3.48,3.4790619765494135,597,6,2077.0,597,100.0,0.0,0.0,1620086400.0
532039,2021-05-04,45.35,47.55,43.1,44.2,46.41979230299328,57295,328,2659622.0,48205,84.13,4.449999999999996,-1.1499999999999986,1620086400.0
532041,2021-05-04,4.29,4.29,4.28,4.29,4.289543859649123,7125,36,30563.0,7125,100.0,0.009999999999999787,0.0,1620086400.0
532051,2021-05-04,220.6,264.0,220.6,238.15,243.60110068792994,39975,1781,9737954.0,19831,49.61,43.400000000000006,17.55000000000001,1620086400.0
532053,2021-05-04,34.7,34.7,32.25,34.65,32.46187845303867,905,6,29378.0,902,99.67,2.450000000000003,-0.05000000000000426,1620086400.0
532054,2021-05-04,317.15,317.15,300.2,305.8,309.61350574712645,1392,57,430982.0,1158,83.19,16.94999999999999,-11.349999999999966,1620086400.0
532056,2021-05-04,6.0,6.0,6.0,6.0,6.0,500,4,3000.0,500,100.0,0.0,0.0,1620086400.0
532067,2021-05-04,485.0,485.0,455.0,460.15,475.58653204977696,106475,2518,50638076.0,74947,70.39,30.0,-24.850000000000023,1620086400.0
532070,2021-05-04,10.05,10.89,10.0,10.4,10.092427917003503,18555,13,187265.0,3355,18.08,0.8900000000000006,0.34999999999999964,1620086400.0
532090,2021-05-04,0.6,0.6,0.6,0.6,0.6,53000,5,31800.0,53000,100.0,0.0,0.0,1620086400.0
532092,2021-05-04,3.35,3.35,3.21,3.21,3.2112268843645606,231391,103,743049.0,229269,99.08,0.14000000000000012,-0.14000000000000012,1620086400.0
532100,2021-05-04,2.92,2.92,2.92,2.92,2.9174311926605503,109,2,318.0,109,100.0,0.0,0.0,1620086400.0
532102,2021-05-04,8.12,8.12,7.41,7.47,8.04840016200891,14814,108,119229.0,13111,88.5,0.7099999999999991,-0.6499999999999995,1620086400.0
532113,2021-05-04,2.5,2.5,2.5,2.5,2.4983388704318936,301,3,752.0,301,100.0,0.0,0.0,1620086400.0
532114,2021-05-04,2.18,2.29,2.18,2.29,2.239010989010989,364,5,815.0,364,100.0,0.10999999999999988,0.10999999999999988,1620086400.0
532123,2021-05-04,0.94,0.94,0.94,0.94,0.9399899142713061,75354,23,70832.0,73854,98.01,0.0,0.0,1620086400.0
532124,2021-05-04,7.04,7.04,7.04,7.04,7.039867109634551,903,2,6357.0,903,100.0,0.0,0.0,1620086400.0
532134,2021-05-04,67.0,72.9,67.0,70.4,70.57088064323355,9295535,28674,655994091.0,3353360,36.07,5.900000000000006,3.4000000000000057,1620086400.0
532140,2021-05-04,14.95,14.95,14.25,14.25,14.247524752475247,101,2,1439.0,101,100.0,0.6999999999999993,-0.6999999999999993,1620086400.0
532141,2021-05-04,5.5,5.5,5.3,5.38,5.401597532524022,101156,241,546404.0,68980,68.19,0.20000000000000018,-0.1200000000000001,1620086400.0
532143,2021-05-04,52.75,55.25,51.1,53.25,53.34649696681337,8407,295,448484.0,5005,59.53,4.149999999999999,0.5,1620086400.0
532144,2021-05-04,147.95,147.95,138.3,139.15,142.05639116375306,161426,2986,22931595.0,61783,38.27,9.649999999999977,-8.799999999999983,1620086400.0
532145,2021-05-04,4.72,4.72,4.6,4.72,4.673924313115604,3858,12,18032.0,3858,100.0,0.1200000000000001,0.0,1620086400.0
532149,2021-05-04,65.6,71.6,65.6,68.55,69.449767183515,1640133,7495,113906855.0,691593,42.17,6.0,2.950000000000003,1620086400.0
532150,2021-05-04,73.85,74.7,69.15,69.4,72.2093314202726,114302,1055,8253671.0,55393,48.46,5.549999999999997,-4.449999999999989,1620086400.0
532154,2021-05-04,2.74,2.74,2.74,2.74,2.6666666666666665,3,2,8.0,3,100.0,0.0,0.0,1620086400.0
532155,2021-05-04,138.8,145.6,137.4,143.85,143.50318090598554,3287271,8803,471733845.0,2076748,63.18,8.199999999999989,5.049999999999983,1620086400.0
532156,2021-05-04,4333.2,4381.35,4250.2,4273.25,4306.0532804931745,2271,607,9779047.0,1117,49.19,131.15000000000055,-59.94999999999982,1620086400.0
532159,2021-05-04,50.95,52.0,41.0,49.45,49.51666325904723,9782,52,484372.0,2434,24.88,11.0,-1.5,1620086400.0
532160,2021-05-04,3.2,3.41,3.11,3.35,3.2599889776798014,7258,28,23661.0,7258,100.0,0.30000000000000027,0.1499999999999999,1620086400.0
532162,2021-05-04,135.55,151.65,134.9,143.2,143.179951270449,353379,4319,50596788.0,107490,30.42,16.75,7.649999999999977,1620086400.0
532163,2021-05-04,1898.9,1923.0,1843.55,1854.4,1900.8782826177573,2399,490,4560207.0,1400,58.36,79.45000000000005,-44.5,1620086400.0
532167,2021-05-04,19.7,19.7,19.7,19.7,19.7,1000,2,19700.0,1000,100.0,0.0,0.0,1620086400.0
532172,2021-05-04,9.14,9.14,9.14,9.14,9.139240506329115,79,2,722.0,79,100.0,0.0,0.0,1620086400.0
532173,2021-05-04,128.0,135.0,125.6,127.05,130.65845734126984,40320,714,5268149.0,16063,39.84,9.400000000000006,-0.9500000000000028,1620086400.0
532174,2021-05-04,597.0,608.0,589.0,591.55,600.2720397009359,749806,14273,450087577.0,174542,23.28,19.0,-5.4500000000000455,1620086400.0
532175,2021-05-04,749.6,795.0,749.05,784.85,769.7578825626149,52743,3307,40599340.0,33080,62.72,45.950000000000045,35.25,1620086400.0
532178,2021-05-04,73.9,76.9,73.2,73.9,75.2075065212111,473455,2943,35607370.0,176032,37.18,3.700000000000003,0.0,1620086400.0
532180,2021-05-04,14.0,14.12,13.75,13.8,13.90482795823219,25953,151,360872.0,14931,57.53,0.3699999999999992,-0.1999999999999993,1620086400.0
532181,2021-05-04,62.0,63.5,60.3,60.8,61.983700018139885,192945,1437,11959445.0,73056,37.86,3.200000000000003,-1.2000000000000028,1620086400.0
532183,2021-05-04,2.15,2.15,2.05,2.1,2.106810009539884,27254,35,57419.0,25749,94.48,0.10000000000000009,-0.04999999999999982,1620086400.0
532187,2021-05-04,930.0,934.5,906.0,910.15,922.3239341983318,431600,11993,398075010.0,94658,21.93,28.5,-19.850000000000023,1620086400.0
532189,2021-05-04,329.0,342.0,326.2,334.25,335.7058243653988,12173,533,4086547.0,4913,40.36,15.800000000000011,5.25,1620086400.0
532209,2021-05-04,24.1,25.6,24.05,24.25,24.697025067698917,1413612,3802,34912011.0,777108,54.97,1.5500000000000007,0.14999999999999858,1620086400.0
532210,2021-05-04,169.0,172.0,165.45,166.8,168.79835674649368,88483,1169,14935785.0,40961,46.29,6.550000000000011,-2.1999999999999886,1620086400.0
532212,2021-05-04,11.5,11.5,10.7,10.77,10.975024485798237,6126,65,67233.0,5271,86.04,0.8000000000000007,-0.7300000000000004,1620086400.0
532215,2021-05-04,705.0,718.5,698.3,700.3,710.3444417274848,531640,12417,377647519.0,127896,24.06,20.200000000000045,-4.7000000000000455,1620086400.0
532216,2021-05-04,17.45,17.45,15.9,16.1,15.981069958847737,3645,22,58251.0,3068,84.17,1.549999999999999,-1.3499999999999979,1620086400.0
532217,2021-05-04,6.31,6.31,6.31,6.31,6.309930478070552,11651,9,73517.0,11651,100.0,0.0,0.0,1620086400.0
532218,2021-05-04,7.99,8.42,7.94,8.06,8.177824989308428,5436525,12477,44458950.0,1469956,27.04,0.47999999999999954,0.07000000000000028,1620086400.0
532219,2021-05-04,8.8,8.8,8.4,8.74,8.620097653173728,6349,40,54729.0,4863,76.59,0.40000000000000036,-0.0600000000000005,1620086400.0
532221,2021-05-04,559.0,592.15,559.0,578.8,583.4203865623562,13038,497,7606635.0,4950,37.97,33.14999999999998,19.799999999999955,1620086400.0
532230,2021-05-04,43.2,43.2,42.0,42.0,42.00199203187251,502,11,21085.0,501,99.8,1.2000000000000028,-1.2000000000000028,1620086400.0
532234,2021-05-04,69.05,70.0,66.0,66.45,68.36086395423911,4028593,10488,275398098.0,1202119,29.84,4.0,-2.5999999999999943,1620086400.0
532240,2021-05-04,364.35,366.5,355.1,357.9,361.289287518949,3958,396,1429983.0,3140,79.33,11.399999999999977,-6.4500000000000455,1620086400.0
532256,2021-05-04,1530.0,1530.0,1501.0,1501.2,1524.5380952380951,210,45,320153.0,188,89.52,29.0,-28.799999999999955,1620086400.0
532259,2021-05-04,503.05,523.05,503.05,505.85,511.11610626044956,5383,694,2751338.0,2154,40.01,19.999999999999943,2.8000000000000114,1620086400.0
532262,2021-05-04,888.25,981.65,888.25,981.65,951.9585253456221,217,10,206575.0,155,71.43,93.39999999999998,93.39999999999998,1620086400.0
532268,2021-05-04,910.0,918.0,877.95,879.65,886.9297839506173,1296,196,1149461.0,1044,80.56,40.049999999999955,-30.350000000000023,1620086400.0
532271,2021-05-04,1.85,1.95,1.78,1.89,1.8217240750865682,54870,80,99958.0,54870,100.0,0.16999999999999993,0.039999999999999813,1620086400.0
532281,2021-05-04,917.0,917.0,899.5,901.25,907.2572476963354,145529,6396,132032240.0,49015,33.68,17.5,-15.75,1620086400.0
532282,2021-05-04,0.56,0.56,0.56,0.56,0.5569620253164557,237,2,132.0,237,100.0,0.0,0.0,1620086400.0
532284,2021-05-04,27.0,28.0,26.0,27.45,26.585365853658537,164,26,4360.0,128,78.05,2.0,0.4499999999999993,1620086400.0
532285,2021-05-04,55.0,58.7,54.6,55.55,56.54223191970964,330899,2847,18709768.0,196341,59.34,4.100000000000001,0.5499999999999972,1620086400.0
532286,2021-05-04,447.85,453.6,433.3,436.35,443.97440035658514,668564,7398,296825301.0,132987,19.89,20.30000000000001,-11.5,1620086400.0
532290,2021-05-04,6.0,6.1,5.85,5.87,5.874088169996829,3153,8,18521.0,3053,96.83,0.25,-0.1299999999999999,1620086400.0
532296,2021-05-04,583.0,583.5,554.0,558.3,566.8051795322488,158161,3550,89646474.0,44267,27.99,29.5,-24.700000000000045,1620086400.0
532300,2021-05-04,519.5,539.9,514.0,517.45,526.8145921430292,228205,4717,120221724.0,49867,21.85,25.899999999999977,-2.0499999999999545,1620086400.0
532301,2021-05-04,141.4,147.1,140.0,141.45,143.63183439770975,908200,6462,130446432.0,261161,28.76,7.099999999999994,0.04999999999998295,1620086400.0
532305,2021-05-04,83.85,84.0,77.85,78.25,81.08604810025204,42453,618,3442346.0,26241,61.81,6.150000000000006,-5.599999999999994,1620086400.0
532309,2021-05-04,260.8,263.2,256.0,256.7,259.6371291098637,4988,323,1295070.0,3696,74.1,7.199999999999989,-4.100000000000023,1620086400.0
532310,2021-05-04,10.86,12.39,10.52,11.66,11.884380798231415,101324,597,1204173.0,70276,69.36,1.870000000000001,0.8000000000000007,1620086400.0
532313,2021-05-04,496.7,504.5,481.3,488.2,492.57482656095146,1009,129,497008.0,518,51.34,23.19999999999999,-8.5,1620086400.0
532320,2021-05-04,2.96,2.96,2.96,2.96,2.9584026622296173,601,2,1778.0,601,100.0,0.0,0.0,1620086400.0
532321,2021-05-04,587.0,588.2,566.15,569.3,576.2149874276358,376222,6208,216784755.0,90624,24.09,22.050000000000068,-17.700000000000045,1620086400.0
532323,2021-05-04,20.9,21.3,20.4,20.75,20.71614864388487,368774,459,7639577.0,308931,83.77,0.9000000000000021,-0.14999999999999858,1620086400.0
532324,2021-05-04,10.3,10.85,10.3,10.31,10.34689633660278,28853,99,298539.0,28853,100.0,0.5499999999999989,0.009999999999999787,1620086400.0
532326,2021-05-04,44.2,45.55,43.0,43.15,43.76778832326718,17385,255,760903.0,12490,71.84,2.549999999999997,-1.0500000000000043,1620086400.0
532329,2021-05-04,328.8,328.8,302.0,314.95,318.8587848932676,2436,67,776740.0,2014,82.68,26.80000000000001,-13.850000000000023,1620086400.0
532331,2021-05-04,1842.05,1872.0,1817.45,1863.15,1848.2385734517832,7767,1012,14355269.0,2890,37.21,54.549999999999955,21.100000000000136,1620086400.0
532333,2021-05-04,24.9,25.0,23.7,23.9,23.979116740842176,2921,25,70043.0,1999,68.44,1.3000000000000007,-1.0,1620086400.0
532334,2021-05-04,9.55,9.55,8.66,8.66,9.03613707165109,1605,14,14503.0,1241,77.32,0.8900000000000006,-0.8900000000000006,1620086400.0
532335,2021-05-04,19.3,19.3,19.3,19.3,19.299993989300955,16637,36,321094.0,16637,100.0,0.0,0.0,1620086400.0
532339,2021-05-04,8.6,8.75,8.3,8.57,8.539892315222712,36774,104,314046.0,27740,75.43,0.4499999999999993,-0.02999999999999936,1620086400.0
532340,2021-05-04,1.6,1.6,1.54,1.54,1.5560344827586208,696,6,1083.0,696,100.0,0.06000000000000005,-0.06000000000000005,1620086400.0
532341,2021-05-04,74.95,74.95,74.95,74.95,74.94986605434367,2613,21,195844.0,2613,100.0,0.0,0.0,1620086400.0
532343,2021-05-04,620.2,623.35,606.9,608.55,616.2693422306959,104900,2590,64646654.0,29736,28.35,16.450000000000045,-11.650000000000091,1620086400.0
532344,2021-05-04,76.05,82.0,76.0,76.0,77.403738317757,535,15,41411.0,345,64.49,6.0,-0.04999999999999716,1620086400.0
532345,2021-05-04,100.7,107.25,98.0,100.8,102.70533259498897,102933,1114,10571768.0,34521,33.54,9.25,0.09999999999999432,1620086400.0
532348,2021-05-04,54.25,54.5,50.4,50.8,52.438153207288025,1863880,6884,97738425.0,880450,47.24,4.100000000000001,-3.450000000000003,1620086400.0
532349,2021-05-04,268.65,274.0,267.25,270.65,270.27176470588233,850,83,229731.0,626,73.65,6.75,2.0,1620086400.0
532350,2021-05-04,2.57,2.57,2.57,2.57,2.569620253164557,1501,8,3857.0,1501,100.0,0.0,0.0,1620086400.0
532351,2021-05-04,6.16,6.41,6.14,6.24,6.29468975629675,53877,129,339139.0,35127,65.2,0.27000000000000046,0.08000000000000007,1620086400.0
532356,2021-05-04,146.65,150.0,123.0,127.8,135.6562649364913,196666,4404,26678975.0,70730,35.96,27.0,-18.85000000000001,1620086400.0
532357,2021-05-04,29.1,29.1,27.9,28.0,27.965367965367964,231,7,6460.0,230,99.57,1.2000000000000028,-1.1000000000000014,1620086400.0
532359,2021-05-04,0.38,0.38,0.36,0.38,0.37877246524245506,17694,15,6702.0,15694,88.7,0.020000000000000018,0.0,1620086400.0
532362,2021-05-04,31.75,33.2,30.2,32.0,30.51494378941596,3647,31,111288.0,3384,92.79,3.0000000000000036,0.25,1620086400.0
532365,2021-05-04,82.8,90.0,79.0,83.05,84.35325934906277,32169,949,2713560.0,16422,51.05,11.0,0.25,1620086400.0
532366,2021-05-04,51.75,53.45,51.75,52.25,52.77467647199274,83764,779,4420618.0,56806,67.82,1.7000000000000028,0.5,1620086400.0
532368,2021-05-04,7.56,7.8,7.4,7.47,7.5546609808783,751816,789,5679715.0,402599,53.55,0.39999999999999947,-0.08999999999999986,1620086400.0
532369,2021-05-04,287.7,287.7,275.95,284.4,283.242464678179,12740,687,3608509.0,8860,69.54,11.75,-3.3000000000000114,1620086400.0
532370,2021-05-04,499.5,531.25,495.0,514.05,517.6533951201059,52870,2863,27368335.0,32872,62.18,36.25,14.549999999999955,1620086400.0
532371,2021-05-04,13.65,13.99,13.02,13.03,13.26964033081033,1223541,3072,16235949.0,723966,59.17,0.9700000000000006,-0.620000000000001,1620086400.0
532372,2021-05-04,45.75,46.25,42.15,43.2,43.87317956679234,81162,445,3560835.0,63388,78.1,4.100000000000001,-2.549999999999997,1620086400.0
532373,2021-05-04,16.25,17.45,16.25,16.95,16.868694647670388,18179,82,306656.0,17193,94.58,1.1999999999999993,0.6999999999999993,1620086400.0
532374,2021-05-04,237.0,238.55,234.5,235.3,236.2235121394198,36781,1117,8688537.0,18904,51.4,4.050000000000011,-1.6999999999999886,1620086400.0
532375,2021-05-04,607.45,607.45,586.5,603.65,599.799209486166,1265,105,758746.0,1187,93.83,20.950000000000045,-3.800000000000068,1620086400.0
532376,2021-05-04,29.8,29.8,29.8,29.8,29.0,1,1,29.0,1,100.0,0.0,0.0,1620086400.0
532378,2021-05-04,0.87,0.87,0.87,0.87,0.868421052631579,266,2,231.0,266,100.0,0.0,0.0,1620086400.0
532379,2021-05-04,5.0,5.0,4.88,4.88,4.935555555555555,450,4,2221.0,450,100.0,0.1200000000000001,-0.1200000000000001,1620086400.0
532380,2021-05-04,10.9,11.99,10.31,10.58,10.846039970392303,5404,51,58612.0,2541,47.02,1.6799999999999997,-0.3200000000000003,1620086400.0
532382,2021-05-04,57.4,58.6,56.5,57.0,57.791877642637154,19157,427,1107119.0,10798,56.37,2.1000000000000014,-0.3999999999999986,1620086400.0
532384,2021-05-04,215.95,218.85,210.5,212.4,214.13645852124836,38803,367,8309137.0,32386,83.46,8.349999999999994,-3.549999999999983,1620086400.0
532386,2021-05-04,8.94,8.94,8.26,8.5,8.512195121951219,3075,25,26175.0,1165,37.89,0.6799999999999997,-0.4399999999999995,1620086400.0
532387,2021-05-04,42.7,42.7,42.7,42.7,42.69987429289755,6364,93,271742.0,6364,100.0,0.0,0.0,1620086400.0
532388,2021-05-04,15.65,16.45,15.65,15.8,16.057170362182585,2663408,3250,42766796.0,1209367,45.41,0.7999999999999989,0.15000000000000036,1620086400.0
532390,2021-05-04,110.0,111.2,108.95,109.15,109.90494460697329,20851,418,2291628.0,12374,59.34,2.25,-0.8499999999999943,1620086400.0
532391,2021-05-04,4.52,4.52,4.52,4.52,4.519991513036918,42418,86,191729.0,42418,100.0,0.0,0.0,1620086400.0
532392,2021-05-04,3.19,3.19,3.05,3.05,3.0495049504950495,101,2,308.0,101,100.0,0.14000000000000012,-0.14000000000000012,1620086400.0
532395,2021-05-04,60.1,61.4,57.95,58.1,58.991849056603776,13250,357,781642.0,9162,69.15,3.4499999999999957,-2.0,1620086400.0
532397,2021-05-04,3.1,3.15,3.1,3.15,3.117283950617284,486,11,1515.0,483,99.38,0.04999999999999982,0.04999999999999982,1620086400.0
532398,2021-05-04,3.0,3.0,2.9,2.9,2.9360877985797287,3098,21,9096.0,2593,83.7,0.10000000000000009,-0.10000000000000009,1620086400.0
532400,2021-05-04,243.0,248.85,241.0,241.95,246.06434071749206,82203,2581,20227227.0,34858,42.4,7.849999999999994,-1.0500000000000114,1620086400.0
532404,2021-05-04,27.35,29.15,26.6,29.15,27.987252437034098,22671,119,634499.0,19442,85.76,2.549999999999997,1.7999999999999972,1620086400.0
532406,2021-05-04,432.0,436.0,413.1,421.65,427.69739235900545,8245,309,3526365.0,6859,83.19,22.899999999999977,-10.350000000000023,1620086400.0
532407,2021-05-04,27.15,27.35,26.5,27.35,27.16510504046511,189546,295,5149037.0,167770,88.51,0.8500000000000014,0.20000000000000284,1620086400.0
532408,2021-05-04,14.0,14.0,12.52,12.73,13.324227108389287,54212,220,722333.0,38497,71.01,1.4800000000000004,-1.2699999999999996,1620086400.0
532410,2021-05-04,9.0,9.05,8.31,8.97,8.778127458693941,1271,22,11157.0,979,77.03,0.7400000000000002,-0.02999999999999936,1620086400.0
532413,2021-05-04,50.3,50.3,48.6,49.1,49.56725851531423,86227,528,4274036.0,60696,70.39,1.6999999999999957,-1.1999999999999957,1620086400.0
532416,2021-05-04,4.12,4.5,4.12,4.15,4.175009589566551,10428,22,43537.0,7654,73.4,0.3799999999999999,0.03000000000000025,1620086400.0
532419,2021-05-04,85.35,86.85,85.0,86.1,85.91187989556136,1532,54,131617.0,1318,86.03,1.8499999999999943,0.75,1620086400.0
532424,2021-05-04,710.0,712.0,695.4,698.3,700.235283189129,37678,1346,26383465.0,13481,35.78,16.600000000000023,-11.700000000000045,1620086400.0
532425,2021-05-04,6.19,6.19,6.19,6.19,6.189268292682927,1025,3,6344.0,1025,100.0,0.0,0.0,1620086400.0
532430,2021-05-04,287.55,294.35,278.0,280.55,285.15026331988236,43863,1334,12507546.0,14324,32.66,16.350000000000023,-7.0,1620086400.0
532432,2021-05-04,526.6,530.7,522.0,525.75,527.0719404738594,51070,2026,26917564.0,26266,51.43,8.700000000000045,-0.8500000000000227,1620086400.0
532435,2021-05-04,78.25,85.75,78.1,81.4,81.27195467422096,1765,35,143445.0,952,53.94,7.650000000000006,3.1500000000000057,1620086400.0
532439,2021-05-04,176.65,190.55,176.65,189.6,188.52611589294952,85044,1260,16033015.0,43980,51.71,13.900000000000006,12.949999999999989,1620086400.0
532440,2021-05-04,620.0,635.0,614.5,627.6,628.076359832636,956,193,600441.0,709,74.16,20.5,7.600000000000023,1620086400.0
532443,2021-05-04,3940.4,3940.4,3814.0,3842.05,3868.588785046729,214,104,827878.0,66,30.84,126.40000000000009,-98.34999999999991,1620086400.0
532444,2021-05-04,0.31,0.31,0.29,0.31,0.2992255808143892,20015,11,5989.0,10515,52.54,0.020000000000000018,0.0,1620086400.0
532454,2021-05-04,565.0,567.8,546.75,552.1,556.5727147545389,416848,6065,232006223.0,149989,35.98,21.049999999999955,-12.899999999999977,1620086400.0
532455,2021-05-04,4.89,4.99,4.72,4.94,4.849209739427595,2341,17,11352.0,1834,78.34,0.27000000000000046,0.05000000000000071,1620086400.0
532456,2021-05-04,17.85,17.95,17.35,17.4,17.621154969983532,18823,82,331683.0,15233,80.93,0.5999999999999979,-0.45000000000000284,1620086400.0
532457,2021-05-04,155.1,159.95,151.3,152.2,155.2762852122655,35286,897,5479079.0,21302,60.37,8.649999999999977,-2.9000000000000057,1620086400.0
532459,2021-05-04,87.75,87.75,82.55,83.2,84.84951881014874,1143,32,96983.0,1083,94.75,5.200000000000003,-4.549999999999997,1620086400.0
532460,2021-05-04,219.8,225.0,186.7,187.65,205.88408163265305,35525,1219,7314032.0,22861,64.35,38.30000000000001,-32.150000000000006,1620086400.0
532461,2021-05-04,34.85,38.7,34.65,37.5,37.32815213432264,27246396,41464,1017057615.0,7824848,28.72,4.050000000000004,2.6499999999999986,1620086400.0
532466,2021-05-04,3500.0,3529.0,3457.75,3474.8,3494.6848341232226,2110,352,7373785.0,838,39.72,71.25,-25.199999999999818,1620086400.0
532467,2021-05-04,4.9,5.14,4.76,5.14,5.048281861678991,6897,46,34818.0,5796,84.04,0.3799999999999999,0.23999999999999932,1620086400.0
532468,2021-05-04,7100.0,7200.0,6860.0,6870.4,6994.105263157895,152,73,1063104.0,92,60.53,340.0,-229.60000000000036,1620086400.0
532470,2021-05-04,5.54,5.54,5.54,5.54,5.533333333333333,15,1,83.0,15,100.0,0.0,0.0,1620086400.0
532475,2021-05-04,201.6,211.15,201.6,204.2,206.82356137586262,36806,1058,7612348.0,15131,41.11,9.550000000000011,2.5999999999999943,1620086400.0
532477,2021-05-04,34.4,36.55,34.4,35.6,35.76600432430317,1022130,2222,36557506.0,202547,19.82,2.1499999999999986,1.2000000000000028,1620086400.0
532478,2021-05-04,1221.4,1227.0,1198.05,1201.35,1210.5914279058934,8586,406,10394138.0,1531,17.83,28.950000000000045,-20.050000000000182,1620086400.0
532479,2021-05-04,12.04,12.62,11.4,12.51,11.868180971886055,102049,184,1211136.0,81616,79.98,1.2199999999999989,0.47000000000000064,1620086400.0
532481,2021-05-04,5.91,5.96,5.8,5.8,5.870891711405002,7637,26,44836.0,6707,87.82,0.16000000000000014,-0.11000000000000032,1620086400.0
532482,2021-05-04,344.9,345.0,331.9,333.05,338.6388128708514,197687,5538,66944491.0,78888,39.91,13.100000000000023,-11.849999999999966,1620086400.0
532483,2021-05-04,140.4,148.25,139.6,141.35,144.5845194059731,1534476,7788,221861475.0,136430,8.89,8.650000000000006,0.9499999999999886,1620086400.0
532485,2021-05-04,459.0,468.0,448.05,455.4,461.3857142857143,12880,298,5942648.0,8003,62.14,19.94999999999999,-3.6000000000000227,1620086400.0
532486,2021-05-04,259.4,262.35,251.35,254.0,257.59840218238503,5132,198,1321995.0,2948,57.44,11.000000000000028,-5.399999999999977,1620086400.0
532488,2021-05-04,4100.35,4101.3,3961.4,3987.4,4028.5698702306113,61879,3670,249283875.0,37946,61.32,139.9000000000001,-112.95000000000027,1620086400.0
532493,2021-05-04,119.3,119.95,115.0,115.7,118.29476921798042,48119,582,5692226.0,16234,33.74,4.950000000000003,-3.5999999999999943,1620086400.0
532497,2021-05-04,569.95,575.4,554.5,560.5,565.2817676817776,40324,1240,22794422.0,8846,21.94,20.899999999999977,-9.450000000000045,1620086400.0
532498,2021-05-04,1518.8,1604.4,1518.8,1586.75,1578.1297134238312,3978,692,6277800.0,1631,41.0,85.60000000000014,67.95000000000005,1620086400.0
532500,2021-05-04,6633.0,6640.0,6485.0,6508.1,6552.397252627989,32249,4791,211308259.0,8993,27.89,155.0,-124.89999999999964,1620086400.0
532503,2021-05-04,725.0,730.0,705.0,705.7,719.7434782608696,920,54,662164.0,797,86.63,25.0,-19.299999999999955,1620086400.0
532504,2021-05-04,3546.65,3560.05,3364.3,3388.7,3478.6297776102524,13265,1876,46144024.0,4781,36.04,195.75,-157.95000000000027,1620086400.0
532505,2021-05-04,11.25,11.74,11.2,11.39,11.452703437142976,1729576,3972,19808321.0,590327,34.13,0.5400000000000009,0.14000000000000057,1620086400.0
532507,2021-05-04,2.8,2.91,2.73,2.76,2.8844910797064403,230822,128,665804.0,180253,78.09,0.18000000000000016,-0.040000000000000036,1620086400.0
532508,2021-05-04,93.0,95.0,87.45,88.55,91.83212375229141,333311,2579,30608657.0,183895,55.17,7.549999999999997,-4.450000000000003,1620086400.0
532509,2021-05-04,256.3,260.4,249.95,250.7,256.3794482207117,7503,449,1923615.0,4423,58.95,10.449999999999989,-5.600000000000023,1620086400.0
532513,2021-05-04,134.0,138.5,129.1,134.2,137.12297101204737,29633,303,4063365.0,21473,72.46,9.400000000000006,0.19999999999998863,1620086400.0
532514,2021-05-04,500.8,511.9,500.8,502.9,506.0439275220372,40840,844,20666834.0,6968,17.06,11.099999999999966,2.099999999999966,1620086400.0
532515,2021-05-04,288.7,290.45,282.45,284.75,287.1230818930706,6191,561,1777579.0,3420,55.24,8.0,-3.9499999999999886,1620086400.0
532521,2021-05-04,143.4,143.4,138.1,139.8,140.10288335517694,1526,87,213797.0,1159,75.95,5.300000000000011,-3.5999999999999943,1620086400.0
532522,2021-05-04,238.5,240.6,236.75,238.2,238.66693597651093,50747,772,12111631.0,12445,24.52,3.8499999999999943,-0.30000000000001137,1620086400.0
532523,2021-05-04,381.5,382.3,372.6,373.5,376.4462818409976,253015,7777,95246556.0,115941,45.82,9.699999999999989,-8.0,1620086400.0
